filename,label_index,label,st_frame,end_frame
s11-d06-cam-002,1, Background activity,8529,8562
s11-d06-cam-002,1, Background activity,8742,8848
s11-d06-cam-002,1, Background activity,8986,9029
s11-d06-cam-002,1, Background activity,11354,11403
s11-d06-cam-002,1, Background activity,12157,12214
s11-d06-cam-002,1, Background activity,12336,12420
s11-d06-cam-002,1, Background activity,12548,12688
s11-d06-cam-002,1, Background activity,13153,13216
s11-d06-cam-002,1, Background activity,13365,13405
s11-d06-cam-002,1, Background activity,13499,13593
s11-d06-cam-002,1, Background activity,14074,14146
s11-d06-cam-002,1, Background activity,15334,15392
s11-d06-cam-002,1, Background activity,15675,15842
s11-d06-cam-002,1, Background activity,16153,16196
s11-d06-cam-002,1, Background activity,16616,16717
s11-d06-cam-002,1, Background activity,16791,16912
s11-d06-cam-002,1, Background activity,16989,17089
s11-d06-cam-002,1, Background activity,17350,17549
s11-d06-cam-002,1, Background activity,17658,17710
s11-d06-cam-002,1, Background activity,17813,17850
s11-d06-cam-002,1, Background activity,18359,18414
s11-d06-cam-002,1, Background activity,18813,18883
s11-d06-cam-002,1, Background activity,19090,19123
s11-d06-cam-002,1, Background activity,19347,19416
s11-d06-cam-002,1, Background activity,19623,19668
s11-d06-cam-002,1, Background activity,20180,20245
s11-d06-cam-002,1, Background activity,20407,20614
s11-d06-cam-002,1, Background activity,20736,20781
s11-d06-cam-002,1, Background activity,21007,21181
s11-d06-cam-002,1, Background activity,21813,21942
s11-d06-cam-002,1, Background activity,22190,22285
s11-d06-cam-002,1, Background activity,22635,22741
s11-d06-cam-002,1, Background activity,22977,23033
s11-d06-cam-002,1, Background activity,23850,23911
s11-d06-cam-002,1, Background activity,24447,24551
s11-d06-cam-002,1, Background activity,24624,24856
s11-d06-cam-002,1, Background activity,24935,24984
s11-d06-cam-002,1, Background activity,26487,26548
s11-d06-cam-002,1, Background activity,26867,26935
s11-d06-cam-002,1, Background activity,27337,27482
s11-d06-cam-002,1, Background activity,27690,27764
s11-d06-cam-002,1, Background activity,27942,27973
s11-d06-cam-002,1, Background activity,28263,28368
s11-d06-cam-002,1, Background activity,28625,28706
s11-d06-cam-002,1, Background activity,28790,28892
s11-d11-cam-002,54,take out from cupboard,230,385
s11-d11-cam-002,19,open/close cupboard,445,480
s11-d11-cam-002,54,take out from cupboard,485,703
s11-d11-cam-002,55,take out from drawer,716,823
s11-d11-cam-002,35,remove from package,826,946
s11-d11-cam-002,35,remove from package,949,1089
s11-d11-cam-002,16,move from X to Y,1108,1159
s11-d11-cam-002,55,take out from drawer,1233,1416
s11-d11-cam-002,54,take out from cupboard,1560,1728
s11-d11-cam-002,3,cut apart,1820,2003
s11-d11-cam-002,3,cut apart,2078,2245
s11-d11-cam-002,44,squeeze,2378,4528
s11-d11-cam-002,55,take out from drawer,4614,4714
s11-d11-cam-002,44,squeeze,5092,5859
s11-d11-cam-002,26,pour,6200,6573
s11-d11-cam-002,54,take out from cupboard,6636,6838
s11-d11-cam-002,54,take out from cupboard,6842,7019
s11-d11-cam-002,65,wipe clean,7161,7281
s11-d11-cam-002,60,throw in garbage,7298,7367
s11-d11-cam-002,39,screw open,7446,7513
s11-d11-cam-002,26,pour,7643,7931
s11-d11-cam-002,38,screw close,7977,8036
s11-d11-cam-002,48,take \& put in cupboard,8105,8235
s11-d11-cam-002,1, Background activity,1,229
s11-d11-cam-002,1, Background activity,386,444
s11-d11-cam-002,1, Background activity,1160,1232
s11-d11-cam-002,1, Background activity,1417,1559
s11-d11-cam-002,1, Background activity,1729,1819
s11-d11-cam-002,1, Background activity,2004,2077
s11-d11-cam-002,1, Background activity,2246,2377
s11-d11-cam-002,1, Background activity,4529,4613
s11-d11-cam-002,1, Background activity,4715,5091
s11-d11-cam-002,1, Background activity,5860,6199
s11-d11-cam-002,1, Background activity,6574,6635
s11-d11-cam-002,1, Background activity,7020,7160
s11-d11-cam-002,1, Background activity,7368,7445
s11-d11-cam-002,1, Background activity,7514,7642
s11-d11-cam-002,1, Background activity,7932,7976
s11-d11-cam-002,1, Background activity,8037,8104
s11-d11-cam-002,1, Background activity,8236,8302
s11-d12-cam-002,55,take out from drawer,164,351
s11-d12-cam-002,55,take out from drawer,370,501
s11-d12-cam-002,55,take out from drawer,505,652
s11-d12-cam-002,56,take out from fridge,705,935
s11-d12-cam-002,56,take out from fridge,1008,1427
s11-d12-cam-002,6,cut off ends,1545,1686
s11-d12-cam-002,60,throw in garbage,1719,1821
s11-d12-cam-002,16,move from X to Y,1858,1899
s11-d12-cam-002,3,cut apart,1962,2181
s11-d12-cam-002,3,cut apart,2224,2256
s11-d12-cam-002,50,take \& put in fridge,2316,2702
s11-d12-cam-002,63,wash objects,2791,3001
s11-d12-cam-002,40,shake,3001,3038
s11-d12-cam-002,63,wash objects,3042,3205
s11-d12-cam-002,63,wash objects,3240,3375
s11-d12-cam-002,63,wash objects,3409,3596
s11-d12-cam-002,6,cut off ends,3844,3934
s11-d12-cam-002,6,cut off ends,4022,4052
s11-d12-cam-002,32,put on cutting-board,4067,4084
s11-d12-cam-002,6,cut off ends,4116,4142
s11-d12-cam-002,60,throw in garbage,4168,4243
s11-d12-cam-002,3,cut apart,4255,4295
s11-d12-cam-002,3,cut apart,4338,4413
s11-d12-cam-002,9,cut stripes,4506,5495
s11-d12-cam-002,8,cut slices,5507,5881
s11-d12-cam-002,59,taste,5884,5912
s11-d12-cam-002,54,take out from cupboard,5956,6122
s11-d12-cam-002,33,put on plate,6154,6224
s11-d12-cam-002,33,put on plate,6232,6309
s11-d12-cam-002,33,put on plate,6316,6469
s11-d12-cam-002,33,put on plate,6480,6618
s11-d12-cam-002,32,put on cutting-board,6691,6747
s11-d12-cam-002,3,cut apart,6921,7013
s11-d12-cam-002,16,move from X to Y,7023,7073
s11-d12-cam-002,24,peel,7171,8210
s11-d12-cam-002,6,cut off ends,8388,8429
s11-d12-cam-002,60,throw in garbage,8507,8618
s11-d12-cam-002,8,cut slices,8681,9078
s11-d12-cam-002,59,taste,9084,9116
s11-d12-cam-002,33,put on plate,9131,9323
s11-d12-cam-002,33,put on plate,9343,9555
s11-d12-cam-002,33,put on plate,9558,9643
s11-d12-cam-002,60,throw in garbage,9675,9761
s11-d12-cam-002,32,put on cutting-board,9763,9853
s11-d12-cam-002,6,cut off ends,9865,9976
s11-d12-cam-002,8,cut slices,10061,10232
s11-d12-cam-002,24,peel,10307,10569
s11-d12-cam-002,9,cut stripes,10620,10959
s11-d12-cam-002,33,put on plate,10975,11344
s11-d12-cam-002,8,cut slices,11390,11512
s11-d12-cam-002,24,peel,11538,11798
s11-d12-cam-002,3,cut apart,11822,11949
s11-d12-cam-002,33,put on plate,11971,12060
s11-d12-cam-002,33,put on plate,12064,12241
s11-d12-cam-002,1, Background activity,1,163
s11-d12-cam-002,1, Background activity,653,704
s11-d12-cam-002,1, Background activity,936,1007
s11-d12-cam-002,1, Background activity,1428,1544
s11-d12-cam-002,1, Background activity,1687,1718
s11-d12-cam-002,1, Background activity,1822,1857
s11-d12-cam-002,1, Background activity,1900,1961
s11-d12-cam-002,1, Background activity,2182,2223
s11-d12-cam-002,1, Background activity,2257,2315
s11-d12-cam-002,1, Background activity,2703,2790
s11-d12-cam-002,1, Background activity,3206,3239
s11-d12-cam-002,1, Background activity,3376,3408
s11-d12-cam-002,1, Background activity,3597,3843
s11-d12-cam-002,1, Background activity,3935,4021
s11-d12-cam-002,1, Background activity,4085,4115
s11-d12-cam-002,1, Background activity,4296,4337
s11-d12-cam-002,1, Background activity,4414,4505
s11-d12-cam-002,1, Background activity,5913,5955
s11-d12-cam-002,1, Background activity,6123,6153
s11-d12-cam-002,1, Background activity,6619,6690
s11-d12-cam-002,1, Background activity,6748,6920
s11-d12-cam-002,1, Background activity,7074,7170
s11-d12-cam-002,1, Background activity,8211,8387
s11-d12-cam-002,1, Background activity,8430,8506
s11-d12-cam-002,1, Background activity,8619,8680
s11-d12-cam-002,1, Background activity,9644,9674
s11-d12-cam-002,1, Background activity,9977,10060
s11-d12-cam-002,1, Background activity,10233,10306
s11-d12-cam-002,1, Background activity,10570,10619
s11-d12-cam-002,1, Background activity,11345,11389
s11-d12-cam-002,1, Background activity,12242,12406
s11-d13-cam-002,57,take out from oven,147,311
s11-d13-cam-002,54,take out from cupboard,329,532
s11-d13-cam-002,19,open/close cupboard,575,634
s11-d13-cam-002,35,remove from package,655,693
s11-d13-cam-002,16,move from X to Y,709,805
s11-d13-cam-002,23,package X,815,866
s11-d13-cam-002,48,take \& put in cupboard,899,971
s11-d13-cam-002,1, Background activity,1014,1302
s11-d13-cam-002,56,take out from fridge,1335,1575
s11-d13-cam-002,55,take out from drawer,1933,2028
s11-d13-cam-002,36,rip open,2058,2158
s11-d13-cam-002,35,remove from package,2162,2406
s11-d13-cam-002,3,cut apart,2533,2741
s11-d13-cam-002,55,take out from drawer,2760,2943
s11-d13-cam-002,16,move from X to Y,2963,3031
s11-d13-cam-002,3,cut apart,3042,3154
s11-d13-cam-002,61,unroll dough,3254,3876
s11-d13-cam-002,53,take ingredient apart,4071,4246
s11-d13-cam-002,60,throw in garbage,4253,4364
s11-d13-cam-002,55,take out from drawer,4395,4523
s11-d13-cam-002,23,package X,4579,4655
s11-d13-cam-002,50,take \& put in fridge,4658,4806
s11-d13-cam-002,1, Background activity,4956,5858
s11-d13-cam-002,54,take out from cupboard,5986,6370
s11-d13-cam-002,63,wash objects,6399,6646
s11-d13-cam-002,55,take out from drawer,6920,7009
s11-d13-cam-002,18,open tin,7038,7492
s11-d13-cam-002,18,open tin,7522,7907
s11-d13-cam-002,54,take out from cupboard,8162,8332
s11-d13-cam-002,54,take out from cupboard,8375,8566
s11-d13-cam-002,65,wipe clean,8632,8729
s11-d13-cam-002,60,throw in garbage,8762,8849
s11-d13-cam-002,55,take out from drawer,8851,9169
s11-d13-cam-002,36,rip open,9230,9492
s11-d13-cam-002,12,grate,9643,9957
s11-d13-cam-002,12,grate,10021,10508
s11-d13-cam-002,12,grate,10531,11246
s11-d13-cam-002,12,grate,11424,11895
s11-d13-cam-002,40,shake,11896,12019
s11-d13-cam-002,49,take \& put in drawer,12118,12230
s11-d13-cam-002,40,shake,12334,12693
s11-d13-cam-002,3,cut apart,12934,13118
s11-d13-cam-002,7,cut out inside,13154,13266
s11-d13-cam-002,7,cut out inside,13283,13398
s11-d13-cam-002,53,take ingredient apart,13414,13439
s11-d13-cam-002,7,cut out inside,13439,13619
s11-d13-cam-002,7,cut out inside,13678,13784
s11-d13-cam-002,8,cut slices,13828,14037
s11-d13-cam-002,8,cut slices,14098,14259
s11-d13-cam-002,8,cut slices,14286,14479
s11-d13-cam-002,8,cut slices,14497,14722
s11-d13-cam-002,60,throw in garbage,14913,15039
s11-d13-cam-002,32,put on cutting-board,15135,15314
s11-d13-cam-002,3,cut apart,15315,15801
s11-d13-cam-002,3,cut apart,15807,16145
s11-d13-cam-002,32,put on cutting-board,16224,16410
s11-d13-cam-002,3,cut apart,16411,16771
s11-d13-cam-002,31,put on bread/dough,17101,17324
s11-d13-cam-002,31,put on bread/dough,17328,17439
s11-d13-cam-002,31,put on bread/dough,17457,17644
s11-d13-cam-002,31,put on bread/dough,17648,17850
s11-d13-cam-002,31,put on bread/dough,17878,18150
s11-d13-cam-002,31,put on bread/dough,18153,18366
s11-d13-cam-002,31,put on bread/dough,18375,18535
s11-d13-cam-002,31,put on bread/dough,18538,18759
s11-d13-cam-002,31,put on bread/dough,18762,19001
s11-d13-cam-002,31,put on bread/dough,19003,19162
s11-d13-cam-002,31,put on bread/dough,19166,19274
s11-d13-cam-002,31,put on bread/dough,19277,19479
s11-d13-cam-002,31,put on bread/dough,19482,19685
s11-d13-cam-002,31,put on bread/dough,19688,19819
s11-d13-cam-002,65,wipe clean,19840,19962
s11-d13-cam-002,65,wipe clean,19965,20099
s11-d13-cam-002,60,throw in garbage,20134,20219
s11-d13-cam-002,55,take out from drawer,20252,20336
s11-d13-cam-002,47,strew,20394,20571
s11-d13-cam-002,47,strew,20575,20707
s11-d13-cam-002,47,strew,20710,20836
s11-d13-cam-002,47,strew,20839,20982
s11-d13-cam-002,47,strew,20986,21123
s11-d13-cam-002,47,strew,21128,21280
s11-d13-cam-002,51,take \& put in oven,21367,21713
s11-d13-cam-002,1, Background activity,1,146
s11-d13-cam-002,1, Background activity,533,574
s11-d13-cam-002,1, Background activity,867,898
s11-d13-cam-002,1, Background activity,972,1013
s11-d13-cam-002,1, Background activity,1303,1334
s11-d13-cam-002,1, Background activity,1576,1932
s11-d13-cam-002,1, Background activity,2407,2532
s11-d13-cam-002,1, Background activity,3155,3253
s11-d13-cam-002,1, Background activity,3877,4070
s11-d13-cam-002,1, Background activity,4365,4394
s11-d13-cam-002,1, Background activity,4524,4578
s11-d13-cam-002,1, Background activity,4807,4955
s11-d13-cam-002,1, Background activity,5859,5985
s11-d13-cam-002,1, Background activity,6647,6919
s11-d13-cam-002,1, Background activity,7908,8161
s11-d13-cam-002,1, Background activity,8333,8374
s11-d13-cam-002,1, Background activity,8567,8631
s11-d13-cam-002,1, Background activity,8730,8761
s11-d13-cam-002,1, Background activity,9170,9229
s11-d13-cam-002,1, Background activity,9493,9642
s11-d13-cam-002,1, Background activity,9958,10020
s11-d13-cam-002,1, Background activity,11247,11423
s11-d13-cam-002,1, Background activity,12020,12117
s11-d13-cam-002,1, Background activity,12231,12333
s11-d13-cam-002,1, Background activity,12694,12933
s11-d13-cam-002,1, Background activity,13119,13153
s11-d13-cam-002,1, Background activity,13620,13677
s11-d13-cam-002,1, Background activity,13785,13827
s11-d13-cam-002,1, Background activity,14038,14097
s11-d13-cam-002,1, Background activity,14723,14912
s11-d13-cam-002,1, Background activity,15040,15134
s11-d13-cam-002,1, Background activity,16146,16223
s11-d13-cam-002,1, Background activity,16772,17100
s11-d13-cam-002,1, Background activity,20100,20133
s11-d13-cam-002,1, Background activity,20220,20251
s11-d13-cam-002,1, Background activity,20337,20393
s11-d13-cam-002,1, Background activity,21281,21366
s11-d13-cam-002,1, Background activity,21714,21848
s11-d14-cam-002,55,take out from drawer,147,241
s11-d14-cam-002,11,fill water from tap,286,452
s11-d14-cam-002,2,change temperature,606,768
s11-d14-cam-002,54,take out from cupboard,814,1010
s11-d14-cam-002,54,take out from cupboard,1050,1304
s11-d14-cam-002,55,take out from drawer,1307,1428
s11-d14-cam-002,54,take out from cupboard,1447,1693
s11-d14-cam-002,35,remove from package,2023,2299
s11-d14-cam-002,34,read,2317,2395
s11-d14-cam-002,20,open/close drawer,2535,2731
s11-d14-cam-002,23,package X,2981,3027
s11-d14-cam-002,48,take \& put in cupboard,3027,3147
s11-d14-cam-002,36,rip open,3495,3638
s11-d14-cam-002,16,move from X to Y,3684,3871
s11-d14-cam-002,2,change temperature,3872,3956
s11-d14-cam-002,60,throw in garbage,3999,4076
s11-d14-cam-002,26,pour,4171,4421
s11-d14-cam-002,33,put on plate,4473,4566
s11-d14-cam-002,46,stir,4578,4766
s11-d14-cam-002,1, Background activity,1,146
s11-d14-cam-002,1, Background activity,242,285
s11-d14-cam-002,1, Background activity,453,605
s11-d14-cam-002,1, Background activity,769,813
s11-d14-cam-002,1, Background activity,1011,1049
s11-d14-cam-002,1, Background activity,1694,2022
s11-d14-cam-002,1, Background activity,2396,2534
s11-d14-cam-002,1, Background activity,2732,2980
s11-d14-cam-002,1, Background activity,3148,3494
s11-d14-cam-002,1, Background activity,3639,3683
s11-d14-cam-002,1, Background activity,3957,3998
s11-d14-cam-002,1, Background activity,4077,4170
s11-d14-cam-002,1, Background activity,4422,4472
s11-d14-cam-002,1, Background activity,4767,4809
s12-d05-cam-002,54,take out from cupboard,198,640
s12-d05-cam-002,55,take out from drawer,659,739
s12-d05-cam-002,24,peel,868,1729
s12-d05-cam-002,53,take ingredient apart,1821,2007
s12-d05-cam-002,60,throw in garbage,2008,2170
s12-d05-cam-002,48,take \& put in cupboard,2218,2299
s12-d05-cam-002,63,wash objects,2362,2467
s12-d05-cam-002,63,wash objects,2494,2536
s12-d05-cam-002,40,shake,2536,2599
s12-d05-cam-002,55,take out from drawer,2613,2798
s12-d05-cam-002,20,open/close drawer,2798,2856
s12-d05-cam-002,24,peel,2888,3618
s12-d05-cam-002,63,wash objects,3726,3771
s12-d05-cam-002,40,shake,3771,3813
s12-d05-cam-002,3,cut apart,3843,3955
s12-d05-cam-002,8,cut slices,3955,4242
s12-d05-cam-002,4,cut dice,4269,4817
s12-d05-cam-002,8,cut slices,4817,5101
s12-d05-cam-002,4,cut dice,5137,5466
s12-d05-cam-002,3,cut apart,5473,5714
s12-d05-cam-002,4,cut dice,5714,5917
s12-d05-cam-002,3,cut apart,5917,6135
s12-d05-cam-002,4,cut dice,6135,6221
s12-d05-cam-002,8,cut slices,6221,6388
s12-d05-cam-002,4,cut dice,6388,6758
s12-d05-cam-002,55,take out from drawer,6864,7045
s12-d05-cam-002,2,change temperature,7045,7180
s12-d05-cam-002,39,screw open,7232,7337
s12-d05-cam-002,26,pour,7350,7488
s12-d05-cam-002,38,screw close,7499,7668
s12-d05-cam-002,43,spread,7702,7900
s12-d05-cam-002,58,take out from spice holder,7996,8031
s12-d05-cam-002,39,screw open,8046,8099
s12-d05-cam-002,42,spice,8117,8246
s12-d05-cam-002,38,screw close,8250,8308
s12-d05-cam-002,52,take \& put in spice holder,8308,8359
s12-d05-cam-002,56,take out from fridge,8380,8897
s12-d05-cam-002,63,wash objects,8908,9074
s12-d05-cam-002,60,throw in garbage,9271,9351
s12-d05-cam-002,2,change temperature,9405,9490
s12-d05-cam-002,43,spread,9490,9606
s12-d05-cam-002,30,put in pan/pot,9897,11021
s12-d05-cam-002,55,take out from drawer,11130,11255
s12-d05-cam-002,46,stir,11265,11801
s12-d05-cam-002,8,cut slices,11999,12410
s12-d05-cam-002,7,cut out inside,12508,12623
s12-d05-cam-002,60,throw in garbage,12665,12726
s12-d05-cam-002,9,cut stripes,12780,12929
s12-d05-cam-002,4,cut dice,12972,13096
s12-d05-cam-002,46,stir,13109,13294
s12-d05-cam-002,9,cut stripes,13344,13439
s12-d05-cam-002,4,cut dice,13463,13711
s12-d05-cam-002,9,cut stripes,13786,13936
s12-d05-cam-002,4,cut dice,13936,14050
s12-d05-cam-002,9,cut stripes,14095,14195
s12-d05-cam-002,4,cut dice,14201,14308
s12-d05-cam-002,9,cut stripes,14354,14440
s12-d05-cam-002,4,cut dice,14454,14545
s12-d05-cam-002,9,cut stripes,14612,14700
s12-d05-cam-002,4,cut dice,14700,14802
s12-d05-cam-002,30,put in pan/pot,14898,15198
s12-d05-cam-002,46,stir,15249,15453
s12-d05-cam-002,48,take \& put in cupboard,15454,15609
s12-d05-cam-002,58,take out from spice holder,15666,15729
s12-d05-cam-002,34,read,15729,15791
s12-d05-cam-002,58,take out from spice holder,15828,15864
s12-d05-cam-002,34,read,15864,15904
s12-d05-cam-002,34,read,15913,15967
s12-d05-cam-002,39,screw open,15999,16053
s12-d05-cam-002,42,spice,16085,16322
s12-d05-cam-002,38,screw close,16414,16532
s12-d05-cam-002,39,screw open,16547,16606
s12-d05-cam-002,42,spice,16618,16706
s12-d05-cam-002,38,screw close,16742,16885
s12-d05-cam-002,52,take \& put in spice holder,16946,16997
s12-d05-cam-002,35,remove from package,17072,17199
s12-d05-cam-002,63,wash objects,17237,17372
s12-d05-cam-002,40,shake,17372,17427
s12-d05-cam-002,8,cut slices,17487,17660
s12-d05-cam-002,8,cut slices,17669,17827
s12-d05-cam-002,46,stir,17870,18145
s12-d05-cam-002,4,cut dice,18179,18561
s12-d05-cam-002,4,cut dice,18595,19818
s12-d05-cam-002,46,stir,19825,19957
s12-d05-cam-002,2,change temperature,19957,20066
s12-d05-cam-002,46,stir,20126,20460
s12-d05-cam-002,30,put in pan/pot,20721,21151
s12-d05-cam-002,2,change temperature,21220,21276
s12-d05-cam-002,46,stir,21279,21370
s12-d05-cam-002,2,change temperature,21370,21411
s12-d05-cam-002,46,stir,21411,22232
s12-d05-cam-002,50,take \& put in fridge,22497,22796
s12-d05-cam-002,2,change temperature,22868,22917
s12-d05-cam-002,46,stir,22918,23237
s12-d05-cam-002,40,shake,23265,23344
s12-d05-cam-002,30,put in pan/pot,23662,24009
s12-d05-cam-002,60,throw in garbage,24135,24242
s12-d05-cam-002,16,move from X to Y,24386,24481
s12-d05-cam-002,46,stir,24529,25189
s12-d05-cam-002,2,change temperature,25517,25565
s12-d05-cam-002,46,stir,25681,26234
s12-d05-cam-002,2,change temperature,26234,26305
s12-d05-cam-002,46,stir,26385,26534
s12-d05-cam-002,2,change temperature,26534,26582
s12-d05-cam-002,46,stir,26582,26908
s12-d05-cam-002,17,open egg,27113,27283
s12-d05-cam-002,60,throw in garbage,27331,27414
s12-d05-cam-002,62,wash hands,27415,27526
s12-d05-cam-002,46,stir,27592,28244
s12-d05-cam-002,17,open egg,28289,28521
s12-d05-cam-002,60,throw in garbage,28566,28647
s12-d05-cam-002,62,wash hands,28647,28709
s12-d05-cam-002,2,change temperature,28772,28794
s12-d05-cam-002,46,stir,28812,29729
s12-d05-cam-002,54,take out from cupboard,29763,29841
s12-d05-cam-002,39,screw open,29855,29942
s12-d05-cam-002,26,pour,29942,30002
s12-d05-cam-002,38,screw close,30011,30073
s12-d05-cam-002,48,take \& put in cupboard,30073,30169
s12-d05-cam-002,46,stir,30239,30376
s12-d05-cam-002,2,change temperature,30376,30390
s12-d05-cam-002,46,stir,30407,30942
s12-d05-cam-002,58,take out from spice holder,31020,31058
s12-d05-cam-002,39,screw open,31074,31124
s12-d05-cam-002,42,spice,31153,31247
s12-d05-cam-002,38,screw close,31284,31381
s12-d05-cam-002,52,take \& put in spice holder,31365,31442
s12-d05-cam-002,1, Background activity,1,197
s12-d05-cam-002,1, Background activity,740,867
s12-d05-cam-002,1, Background activity,1730,1820
s12-d05-cam-002,1, Background activity,2171,2217
s12-d05-cam-002,1, Background activity,2300,2361
s12-d05-cam-002,1, Background activity,2857,2887
s12-d05-cam-002,1, Background activity,3619,3725
s12-d05-cam-002,1, Background activity,5102,5136
s12-d05-cam-002,1, Background activity,6759,6863
s12-d05-cam-002,1, Background activity,7181,7231
s12-d05-cam-002,1, Background activity,7669,7701
s12-d05-cam-002,1, Background activity,7901,7995
s12-d05-cam-002,1, Background activity,9075,9270
s12-d05-cam-002,1, Background activity,9352,9404
s12-d05-cam-002,1, Background activity,9607,9896
s12-d05-cam-002,1, Background activity,11022,11129
s12-d05-cam-002,1, Background activity,11802,11998
s12-d05-cam-002,1, Background activity,12411,12507
s12-d05-cam-002,1, Background activity,12624,12664
s12-d05-cam-002,1, Background activity,12727,12779
s12-d05-cam-002,1, Background activity,12930,12971
s12-d05-cam-002,1, Background activity,13295,13343
s12-d05-cam-002,1, Background activity,13712,13785
s12-d05-cam-002,1, Background activity,14051,14094
s12-d05-cam-002,1, Background activity,14309,14353
s12-d05-cam-002,1, Background activity,14546,14611
s12-d05-cam-002,1, Background activity,14803,14897
s12-d05-cam-002,1, Background activity,15199,15248
s12-d05-cam-002,1, Background activity,15610,15665
s12-d05-cam-002,1, Background activity,15792,15827
s12-d05-cam-002,1, Background activity,15968,15998
s12-d05-cam-002,1, Background activity,16054,16084
s12-d05-cam-002,1, Background activity,16323,16413
s12-d05-cam-002,1, Background activity,16707,16741
s12-d05-cam-002,1, Background activity,16886,16945
s12-d05-cam-002,1, Background activity,16998,17071
s12-d05-cam-002,1, Background activity,17200,17236
s12-d05-cam-002,1, Background activity,17428,17486
s12-d05-cam-002,1, Background activity,17828,17869
s12-d05-cam-002,1, Background activity,18146,18178
s12-d05-cam-002,1, Background activity,18562,18594
s12-d05-cam-002,1, Background activity,20067,20125
s12-d05-cam-002,1, Background activity,20461,20720
s12-d05-cam-002,1, Background activity,21152,21219
s12-d05-cam-002,1, Background activity,22233,22496
s12-d05-cam-002,1, Background activity,22797,22867
s12-d05-cam-002,1, Background activity,23345,23661
s12-d05-cam-002,1, Background activity,24010,24134
s12-d05-cam-002,1, Background activity,24243,24385
s12-d05-cam-002,1, Background activity,24482,24528
s12-d05-cam-002,1, Background activity,25190,25516
s12-d05-cam-002,1, Background activity,25566,25680
s12-d05-cam-002,1, Background activity,26306,26384
s12-d05-cam-002,1, Background activity,26909,27112
s12-d05-cam-002,1, Background activity,27284,27330
s12-d05-cam-002,1, Background activity,27527,27591
s12-d05-cam-002,1, Background activity,28245,28288
s12-d05-cam-002,1, Background activity,28522,28565
s12-d05-cam-002,1, Background activity,28710,28771
s12-d05-cam-002,1, Background activity,29730,29762
s12-d05-cam-002,1, Background activity,30170,30238
s12-d05-cam-002,1, Background activity,30943,31019
s12-d05-cam-002,1, Background activity,31248,31283
s12-d07-cam-002,57,take out from oven,186,400
s12-d07-cam-002,56,take out from fridge,450,1042
s12-d07-cam-002,19,open/close cupboard,1050,1186
s12-d07-cam-002,54,take out from cupboard,1187,1511
s12-d07-cam-002,35,remove from package,1873,2237
s12-d07-cam-002,1, Background activity,2239,2386
s12-d07-cam-002,55,take out from drawer,2388,2548
s12-d07-cam-002,36,rip open,2560,2644
s12-d07-cam-002,35,remove from package,2651,2957
s12-d07-cam-002,3,cut apart,2983,3157
s12-d07-cam-002,53,take ingredient apart,3157,3260
s12-d07-cam-002,50,take \& put in fridge,3364,3460
s12-d07-cam-002,61,unroll dough,3528,3999
s12-d07-cam-002,53,take ingredient apart,4276,4447
s12-d07-cam-002,20,open/close drawer,4562,4684
s12-d07-cam-002,55,take out from drawer,4684,4788
s12-d07-cam-002,1, Background activity,5045,5700
s12-d07-cam-002,53,take ingredient apart,5869,5948
s12-d07-cam-002,60,throw in garbage,5985,6115
s12-d07-cam-002,63,wash objects,6154,6384
s12-d07-cam-002,40,shake,6384,6479
s12-d07-cam-002,55,take out from drawer,6503,6801
s12-d07-cam-002,20,open/close drawer,6928,6969
s12-d07-cam-002,55,take out from drawer,6969,7044
s12-d07-cam-002,20,open/close drawer,7044,7169
s12-d07-cam-002,55,take out from drawer,7169,7453
s12-d07-cam-002,3,cut apart,7502,7571
s12-d07-cam-002,7,cut out inside,7642,7760
s12-d07-cam-002,3,cut apart,7834,7920
s12-d07-cam-002,7,cut out inside,7920,8026
s12-d07-cam-002,3,cut apart,8053,8136
s12-d07-cam-002,3,cut apart,8142,8217
s12-d07-cam-002,3,cut apart,8224,8326
s12-d07-cam-002,3,cut apart,8333,8438
s12-d07-cam-002,60,throw in garbage,8594,8649
s12-d07-cam-002,27,pull out,8689,8764
s12-d07-cam-002,25,plug in/out,8822,9005
s12-d07-cam-002,28,puree,9085,10322
s12-d07-cam-002,40,shake,10322,10371
s12-d07-cam-002,1, Background activity,10379,10424
s12-d07-cam-002,25,plug in/out,10447,10503
s12-d07-cam-002,49,take \& put in drawer,10608,10760
s12-d07-cam-002,55,take out from drawer,10860,10981
s12-d07-cam-002,31,put on bread/dough,10997,11102
s12-d07-cam-002,31,put on bread/dough,11112,11194
s12-d07-cam-002,31,put on bread/dough,11203,11374
s12-d07-cam-002,31,put on bread/dough,11384,11527
s12-d07-cam-002,31,put on bread/dough,11535,11641
s12-d07-cam-002,31,put on bread/dough,11649,11891
s12-d07-cam-002,31,put on bread/dough,11900,12088
s12-d07-cam-002,31,put on bread/dough,12098,12268
s12-d07-cam-002,31,put on bread/dough,12277,12473
s12-d07-cam-002,46,stir,12474,12537
s12-d07-cam-002,31,put on bread/dough,12537,12646
s12-d07-cam-002,31,put on bread/dough,12737,12989
s12-d07-cam-002,31,put on bread/dough,13006,13218
s12-d07-cam-002,31,put on bread/dough,13243,13424
s12-d07-cam-002,20,open/close drawer,13587,13675
s12-d07-cam-002,36,rip open,13725,13842
s12-d07-cam-002,35,remove from package,13842,13953
s12-d07-cam-002,6,cut off ends,13956,14059
